통계표코드,통계표명,항목코드,항목명,주기,단위
901Y009,4.2.1. 소비자물가지수,A02205,탄산음료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,A02206,기타음료,A,2020=100
901Y009,4.2.1. 소비자물가지수,A02206,기타음료,M,2020=100
901Y009,4.2.1. 소비자물가지수,A02206,기타음료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B,주류 및 담배,A,2020=100
901Y009,4.2.1. 소비자물가지수,B,주류 및 담배,M,2020=100
901Y009,4.2.1. 소비자물가지수,B,주류 및 담배,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01,주류,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01,주류,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01,주류,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B011,주류,A,2020=100
901Y009,4.2.1. 소비자물가지수,B011,주류,M,2020=100
901Y009,4.2.1. 소비자물가지수,B011,주류,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01101,소주,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01101,소주,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01101,소주,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01102,과실주,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01102,과실주,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01102,과실주,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01103,맥주,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01103,맥주,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01103,맥주,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01104,막걸리,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01104,막걸리,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01104,막걸리,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01105,양주,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01105,양주,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01105,양주,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B01106,약주,A,2020=100
901Y009,4.2.1. 소비자물가지수,B01106,약주,M,2020=100
901Y009,4.2.1. 소비자물가지수,B01106,약주,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B02,담배,A,2020=100
901Y009,4.2.1. 소비자물가지수,B02,담배,M,2020=100
901Y009,4.2.1. 소비자물가지수,B02,담배,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B021,담배,A,2020=100
901Y009,4.2.1. 소비자물가지수,B021,담배,M,2020=100
901Y009,4.2.1. 소비자물가지수,B021,담배,Q,2020=100
901Y009,4.2.1. 소비자물가지수,B02101,담배,A,2020=100
901Y009,4.2.1. 소비자물가지수,B02101,담배,M,2020=100
901Y009,4.2.1. 소비자물가지수,B02101,담배,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C,의류 및 신발,A,2020=100
901Y009,4.2.1. 소비자물가지수,C,의류 및 신발,M,2020=100
901Y009,4.2.1. 소비자물가지수,C,의류 및 신발,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01,의류 ,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01,의류 ,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01,의류 ,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C011,남자의류,A,2020=100
901Y009,4.2.1. 소비자물가지수,C011,남자의류,M,2020=100
901Y009,4.2.1. 소비자물가지수,C011,남자의류,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01101,남자외의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01101,남자외의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01101,남자외의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01102,남자상의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01102,남자상의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01102,남자상의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01103,남자하의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01103,남자하의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01103,남자하의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01104,남자내의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01104,남자내의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01104,남자내의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C012,여자의류,A,2020=100
901Y009,4.2.1. 소비자물가지수,C012,여자의류,M,2020=100
901Y009,4.2.1. 소비자물가지수,C012,여자의류,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01201,여자외의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01201,여자외의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01201,여자외의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01202,원피스,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01202,원피스,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01202,원피스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01203,여자상의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01203,여자상의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01203,여자상의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01204,여자하의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01204,여자하의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01204,여자하의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01205,여자내의,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01205,여자내의,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01205,여자내의,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C013,캐쥬얼의류,A,2020=100
901Y009,4.2.1. 소비자물가지수,C013,캐쥬얼의류,M,2020=100
901Y009,4.2.1. 소비자물가지수,C013,캐쥬얼의류,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01301,점퍼,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01301,점퍼,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01301,점퍼,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01302,티셔츠,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01302,티셔츠,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01302,티셔츠,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01303,스웨터,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01303,스웨터,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01303,스웨터,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01304,청바지,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01304,청바지,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01304,청바지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01305,운동복,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01305,운동복,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01305,운동복,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01306,등산복,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01306,등산복,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01306,등산복,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C014,아동복 · 유아복,A,2020=100
901Y009,4.2.1. 소비자물가지수,C014,아동복 · 유아복,M,2020=100
901Y009,4.2.1. 소비자물가지수,C014,아동복 · 유아복,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01401,유아동복,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01401,유아동복,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01401,유아동복,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C015,기타의류 및 의류 장신구,A,2020=100
901Y009,4.2.1. 소비자물가지수,C015,기타의류 및 의류 장신구,M,2020=100
901Y009,4.2.1. 소비자물가지수,C015,기타의류 및 의류 장신구,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01501,양말,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01501,양말,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01501,양말,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01502,모자,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01502,모자,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01502,모자,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01503,장갑,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01503,장갑,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01503,장갑,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C016,"의류 세탁, 수선 및 임차",A,2020=100
901Y009,4.2.1. 소비자물가지수,C016,"의류 세탁, 수선 및 임차",M,2020=100
901Y009,4.2.1. 소비자물가지수,C016,"의류 세탁, 수선 및 임차",Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01601,의복수선료,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01601,의복수선료,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01601,의복수선료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C01602,세탁료,A,2020=100
901Y009,4.2.1. 소비자물가지수,C01602,세탁료,M,2020=100
901Y009,4.2.1. 소비자물가지수,C01602,세탁료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C02,신발,A,2020=100
901Y009,4.2.1. 소비자물가지수,C02,신발,M,2020=100
901Y009,4.2.1. 소비자물가지수,C02,신발,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C021,신발,A,2020=100
901Y009,4.2.1. 소비자물가지수,C021,신발,M,2020=100
901Y009,4.2.1. 소비자물가지수,C021,신발,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C02101,아동화,A,2020=100
901Y009,4.2.1. 소비자물가지수,C02101,아동화,M,2020=100
901Y009,4.2.1. 소비자물가지수,C02101,아동화,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C02102,구두,A,2020=100
901Y009,4.2.1. 소비자물가지수,C02102,구두,M,2020=100
901Y009,4.2.1. 소비자물가지수,C02102,구두,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C02103,운동화,A,2020=100
901Y009,4.2.1. 소비자물가지수,C02103,운동화,M,2020=100
901Y009,4.2.1. 소비자물가지수,C02103,운동화,Q,2020=100
901Y009,4.2.1. 소비자물가지수,C02104,실내화,A,2020=100
901Y009,4.2.1. 소비자물가지수,C02104,실내화,M,2020=100
901Y009,4.2.1. 소비자물가지수,C02104,실내화,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D,"주택, 수도, 전기 및 연료",A,2020=100
901Y009,4.2.1. 소비자물가지수,D,"주택, 수도, 전기 및 연료",M,2020=100
901Y009,4.2.1. 소비자물가지수,D,"주택, 수도, 전기 및 연료",Q,2020=100
901Y009,4.2.1. 소비자물가지수,D01,주택임차료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D01,주택임차료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D01,주택임차료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D011,주택임차료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D011,주택임차료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D011,주택임차료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D01101,전세,A,2020=100
901Y009,4.2.1. 소비자물가지수,D01101,전세,M,2020=100
901Y009,4.2.1. 소비자물가지수,D01101,전세,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D01102,월세,A,2020=100
901Y009,4.2.1. 소비자물가지수,D01102,월세,M,2020=100
901Y009,4.2.1. 소비자물가지수,D01102,월세,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D03,주거시설 유지·보수,A,2020=100
901Y009,4.2.1. 소비자물가지수,D03,주거시설 유지·보수,M,2020=100
901Y009,4.2.1. 소비자물가지수,D03,주거시설 유지·보수,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D031,주거시설 유지·보수,A,2020=100
901Y009,4.2.1. 소비자물가지수,D031,주거시설 유지·보수,M,2020=100
901Y009,4.2.1. 소비자물가지수,D031,주거시설 유지·보수,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D03101,주택수선재료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D03101,주택수선재료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D03101,주택수선재료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D03102,설비수리비,A,2020=100
901Y009,4.2.1. 소비자물가지수,D03102,설비수리비,M,2020=100
901Y009,4.2.1. 소비자물가지수,D03102,설비수리비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04,수도 및 주거관련 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04,수도 및 주거관련 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04,수도 및 주거관련 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D041,상하수도료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D041,상하수도료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D041,상하수도료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04101,상수도료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04101,상수도료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04101,상수도료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04102,하수도료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04102,하수도료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04102,하수도료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D042,기타 주거관련 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,D042,기타 주거관련 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,D042,기타 주거관련 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04201,공동주택관리비,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04201,공동주택관리비,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04201,공동주택관리비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04202,쓰레기봉투료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04202,쓰레기봉투료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04202,쓰레기봉투료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D04203,정화조청소료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D04203,정화조청소료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D04203,정화조청소료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05,"전기, 가스 및 기타연료",A,2020=100
901Y009,4.2.1. 소비자물가지수,D05,"전기, 가스 및 기타연료",M,2020=100
901Y009,4.2.1. 소비자물가지수,D05,"전기, 가스 및 기타연료",Q,2020=100
901Y009,4.2.1. 소비자물가지수,D051,전기,A,2020=100
901Y009,4.2.1. 소비자물가지수,D051,전기,M,2020=100
901Y009,4.2.1. 소비자물가지수,D051,전기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05101,전기료,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05101,전기료,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05101,전기료,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D052,가스,A,2020=100
901Y009,4.2.1. 소비자물가지수,D052,가스,M,2020=100
901Y009,4.2.1. 소비자물가지수,D052,가스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05201,도시가스,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05201,도시가스,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05201,도시가스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05202,취사용LPG,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05202,취사용LPG,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05202,취사용LPG,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D053,기타연료 및 에너지,A,2020=100
901Y009,4.2.1. 소비자물가지수,D053,기타연료 및 에너지,M,2020=100
901Y009,4.2.1. 소비자물가지수,D053,기타연료 및 에너지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05301,등유,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05301,등유,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05301,등유,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05302,지역난방비,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05302,지역난방비,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05302,지역난방비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,D05303,부탄가스,A,2020=100
901Y009,4.2.1. 소비자물가지수,D05303,부탄가스,M,2020=100
901Y009,4.2.1. 소비자물가지수,D05303,부탄가스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E,가정용품 및 가사 서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,E,가정용품 및 가사 서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,E,가정용품 및 가사 서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01,"가구, 가사비품 및 카페트",A,2020=100
901Y009,4.2.1. 소비자물가지수,E01,"가구, 가사비품 및 카페트",M,2020=100
901Y009,4.2.1. 소비자물가지수,E01,"가구, 가사비품 및 카페트",Q,2020=100
901Y009,4.2.1. 소비자물가지수,E011,"가구, 가사비품 및 카페트",A,2020=100
901Y009,4.2.1. 소비자물가지수,E011,"가구, 가사비품 및 카페트",M,2020=100
901Y009,4.2.1. 소비자물가지수,E011,"가구, 가사비품 및 카페트",Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01101,장롱,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01101,장롱,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01101,장롱,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01102,침대,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01102,침대,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01102,침대,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01103,거실장,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01103,거실장,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01103,거실장,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01104,소파,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01104,소파,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01104,소파,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01105,책상,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01105,책상,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01105,책상,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01106,의자,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01106,의자,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01106,의자,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01107,식탁,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01107,식탁,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01107,식탁,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E01108,싱크대,A,2020=100
901Y009,4.2.1. 소비자물가지수,E01108,싱크대,M,2020=100
901Y009,4.2.1. 소비자물가지수,E01108,싱크대,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E02,가정용 섬유제품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E02,가정용 섬유제품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E02,가정용 섬유제품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E021,가정용 섬유제품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E021,가정용 섬유제품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E021,가정용 섬유제품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E02101,침구,A,2020=100
901Y009,4.2.1. 소비자물가지수,E02101,침구,M,2020=100
901Y009,4.2.1. 소비자물가지수,E02101,침구,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E02102,커튼,A,2020=100
901Y009,4.2.1. 소비자물가지수,E02102,커튼,M,2020=100
901Y009,4.2.1. 소비자물가지수,E02102,커튼,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03,가정용 기기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03,가정용 기기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03,가정용 기기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E031,가정용 기구,A,2020=100
901Y009,4.2.1. 소비자물가지수,E031,가정용 기구,M,2020=100
901Y009,4.2.1. 소비자물가지수,E031,가정용 기구,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03101,전기밥솥,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03101,전기밥솥,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03101,전기밥솥,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03102,가스레인지,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03102,가스레인지,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03102,가스레인지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03103,전자레인지,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03103,전자레인지,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03103,전자레인지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03104,전기레인지,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03104,전기레인지,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03104,전기레인지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03105,냉장고,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03105,냉장고,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03105,냉장고,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03106,김치냉장고,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03106,김치냉장고,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03106,김치냉장고,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03107,에어컨,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03107,에어컨,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03107,에어컨,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03108,선풍기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03108,선풍기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03108,선풍기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03109,공기청정기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03109,공기청정기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03109,공기청정기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03110,세탁기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03110,세탁기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03110,세탁기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03111,의류건조기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03111,의류건조기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03111,의류건조기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03112,식기세척기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03112,식기세척기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03112,식기세척기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03113,청소기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03113,청소기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03113,청소기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03114,소형주방가전,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03114,소형주방가전,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03114,소형주방가전,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03115,보온매트,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03115,보온매트,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03115,보온매트,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E032,가정용 기구 수리서비스,A,2020=100
901Y009,4.2.1. 소비자물가지수,E032,가정용 기구 수리서비스,M,2020=100
901Y009,4.2.1. 소비자물가지수,E032,가정용 기구 수리서비스,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03201,가전제품수리비,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03201,가전제품수리비,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03201,가전제품수리비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E03202,가전제품렌탈비,A,2020=100
901Y009,4.2.1. 소비자물가지수,E03202,가전제품렌탈비,M,2020=100
901Y009,4.2.1. 소비자물가지수,E03202,가전제품렌탈비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04,주방용품 및 가정용품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04,주방용품 및 가정용품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04,주방용품 및 가정용품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E041,주방용품 및 가정용품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E041,주방용품 및 가정용품,M,2020=100
901Y009,4.2.1. 소비자물가지수,E041,주방용품 및 가정용품,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04101,식기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04101,식기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04101,식기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04102,컵,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04102,컵,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04102,컵,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04103,솥,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04103,솥,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04103,솥,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04104,프라이팬,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04104,프라이팬,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04104,프라이팬,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04105,냄비,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04105,냄비,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04105,냄비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04106,수저,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04106,수저,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04106,수저,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04107,밀폐용기,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04107,밀폐용기,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04107,밀폐용기,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E04108,부엌용용구,A,2020=100
901Y009,4.2.1. 소비자물가지수,E04108,부엌용용구,M,2020=100
901Y009,4.2.1. 소비자물가지수,E04108,부엌용용구,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E05,가정·정원용 공구 및 장비,A,2020=100
901Y009,4.2.1. 소비자물가지수,E05,가정·정원용 공구 및 장비,M,2020=100
901Y009,4.2.1. 소비자물가지수,E05,가정·정원용 공구 및 장비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E051,가정·정원용 공구 및 장비,A,2020=100
901Y009,4.2.1. 소비자물가지수,E051,가정·정원용 공구 및 장비,M,2020=100
901Y009,4.2.1. 소비자물가지수,E051,가정·정원용 공구 및 장비,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E05101,보일러,A,2020=100
901Y009,4.2.1. 소비자물가지수,E05101,보일러,M,2020=100
901Y009,4.2.1. 소비자물가지수,E05101,보일러,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E05102,건전지,A,2020=100
901Y009,4.2.1. 소비자물가지수,E05102,건전지,M,2020=100
901Y009,4.2.1. 소비자물가지수,E05102,건전지,Q,2020=100
901Y009,4.2.1. 소비자물가지수,E05103,소형가사용품,A,2020=100
901Y009,4.2.1. 소비자물가지수,E05103,소형가사용품,M,2020=100
