통계표코드,통계표명,항목코드,항목명,주기,단위
817Y002,1.3.2.1. 시장금리(일별),010101000,"콜금리(1일, 전체거래)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010102000,"콜금리(1일, 중개회사거래)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010200001,국고채(5년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010260000,산금채(1년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010150000,KORIBOR(3개월),D,연%
817Y002,1.3.2.1. 시장금리(일별),010151000,KORIBOR(6개월),D,연%
817Y002,1.3.2.1. 시장금리(일별),010152000,KORIBOR(12개월),D,연%
817Y002,1.3.2.1. 시장금리(일별),010190000,국고채(1년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010210000,국고채(10년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010220000,국고채(20년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010230000,국고채(30년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010195000,국고채(2년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010200000,국고채(3년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010300000,"회사채(3년, AA-)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010310000,"회사채(3년, AA-, 민평)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010320000,"회사채(3년, BBB-)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010400002,통안증권(2년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010501000,MMF(7일),D,연%
817Y002,1.3.2.1. 시장금리(일별),010502000,CD(91일),D,연%
817Y002,1.3.2.1. 시장금리(일별),010503000,CP(91일),D,연%
817Y002,1.3.2.1. 시장금리(일별),010503500,국민주택채권1종(5년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010504000,CMA(수시형),D,연%
817Y002,1.3.2.1. 시장금리(일별),010400000,통안증권(91일),D,연%
817Y002,1.3.2.1. 시장금리(일별),010103000,"콜금리(1일, 은행증권금융차입)",D,연%
817Y002,1.3.2.1. 시장금리(일별),010400001,통안증권(1년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010240000,국고채(50년),D,연%
817Y002,1.3.2.1. 시장금리(일별),010901000,KOFR(공시RFR),D,연%
404Y015,4.1.1.2. 생산자물가지수(특수분류),*AA,총지수,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),*AA,총지수,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),*AA,총지수,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S110AA,식료품,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S110AA,식료품,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S110AA,식료품,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S120AA,식료품이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S120AA,식료품이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S120AA,식료품이외,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S210AA,신선식품,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S210AA,신선식품,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S210AA,신선식품,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S220AA,신선식품이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S220AA,신선식품이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S220AA,신선식품이외,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S310AA,에너지,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S310AA,에너지,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S310AA,에너지,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S320AA,에너지이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S320AA,에너지이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S320AA,에너지이외,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S410AA,IT,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S410AA,IT,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S410AA,IT,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S420AA,IT이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S420AA,IT이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S420AA,IT이외,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S520AA,식료품에너지이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S520AA,식료품에너지이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S520AA,식료품에너지이외,Q,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S620AA,신선식품에너지이외,A,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S620AA,신선식품에너지이외,M,2020=100
404Y015,4.1.1.2. 생산자물가지수(특수분류),S620AA,신선식품에너지이외,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),*AA,총지수,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),*AA,총지수,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),*AA,총지수,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101111AA,곡류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101111AA,곡류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101111AA,곡류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101113AA,콩류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101113AA,콩류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101113AA,콩류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101114AA,감자류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101114AA,감자류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101114AA,감자류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10111AA,곡물및식량작물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10111AA,곡물및식량작물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10111AA,곡물및식량작물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101121AA,채소,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101121AA,채소,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101121AA,채소,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101122AA,과실,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101122AA,과실,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101122AA,과실,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10112AA,채소및과실,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10112AA,채소및과실,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10112AA,채소및과실,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101131AA,화훼작물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101131AA,화훼작물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101131AA,화훼작물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101132AA,약용작물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101132AA,약용작물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101132AA,약용작물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101133AA,잎담배,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101133AA,잎담배,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101133AA,잎담배,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101135AA,기타식용작물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101135AA,기타식용작물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101135AA,기타식용작물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10113AA,기타작물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10113AA,기타작물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10113AA,기타작물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1011AA,농산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1011AA,농산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1011AA,농산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101211AA,낙농,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101211AA,낙농,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101211AA,낙농,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101212AA,도축육,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101212AA,도축육,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101212AA,도축육,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101213AA,가금육,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101213AA,가금육,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101213AA,가금육,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10121AA,낙농및육류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10121AA,낙농및육류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10121AA,낙농및육류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101221AA,기타축산,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101221AA,기타축산,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101221AA,기타축산,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10122AA,기타축산,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10122AA,기타축산,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10122AA,기타축산,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1012AA,축산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1012AA,축산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1012AA,축산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101311AA,원목,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101311AA,원목,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101311AA,원목,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101312AA,식용임산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101312AA,식용임산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101312AA,식용임산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10131AA,임산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10131AA,임산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10131AA,임산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1013AA,임산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1013AA,임산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1013AA,임산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101411AA,신선어류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101411AA,신선어류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101411AA,신선어류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101412AA,신선갑각류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101412AA,신선갑각류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101412AA,신선갑각류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101413AA,신선패류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101413AA,신선패류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101413AA,신선패류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101414AA,신선연체류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101414AA,신선연체류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101414AA,신선연체류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10141AA,신선수산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10141AA,신선수산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10141AA,신선수산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101421AA,냉동수산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101421AA,냉동수산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101421AA,냉동수산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101422AA,건조수산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101422AA,건조수산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101422AA,건조수산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10142AA,냉동건조수산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10142AA,냉동건조수산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),10142AA,냉동건조수산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1014AA,수산물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1014AA,수산물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1014AA,수산물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101AA,농림수산품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101AA,농림수산품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),101AA,농림수산품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1AA,농림수산품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1AA,농림수산품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),1AA,농림수산품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201111AA,무연탄,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201111AA,무연탄,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201111AA,무연탄,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20111AA,석탄,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20111AA,석탄,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20111AA,석탄,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2011AA,"석탄,원유및천연가스",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2011AA,"석탄,원유및천연가스",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2011AA,"석탄,원유및천연가스",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201221AA,골재및석재,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201221AA,골재및석재,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201221AA,골재및석재,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201222AA,석회석,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201222AA,석회석,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201222AA,석회석,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201223AA,기타비금속광물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201223AA,기타비금속광물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201223AA,기타비금속광물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20122AA,비금속광물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20122AA,비금속광물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),20122AA,비금속광물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2012AA,금속및비금속광물,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2012AA,금속및비금속광물,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2012AA,금속및비금속광물,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201AA,광산품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201AA,광산품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),201AA,광산품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2AA,광산품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2AA,광산품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),2AA,광산품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301111AA,육가공품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301111AA,육가공품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301111AA,육가공품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301112AA,낙농품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301112AA,낙농품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301112AA,낙농품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30111AA,육가공품및낙농품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30111AA,육가공품및낙농품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30111AA,육가공품및낙농품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301121AA,수산물가공품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301121AA,수산물가공품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301121AA,수산물가공품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301122AA,수산동물저장품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301122AA,수산동물저장품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301122AA,수산동물저장품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30112AA,수산가공품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30112AA,수산가공품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30112AA,수산가공품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301131AA,제분,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301131AA,제분,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301131AA,제분,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30113AA,제분,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30113AA,제분,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30113AA,제분,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301142AA,정제당,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301142AA,정제당,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301142AA,정제당,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301143AA,전분및당류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301143AA,전분및당류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301143AA,전분및당류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30114AA,제당및전분,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30114AA,제당및전분,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30114AA,제당및전분,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301151AA,"떡,빵및과자류",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301151AA,"떡,빵및과자류",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301151AA,"떡,빵및과자류",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301152AA,면류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301152AA,면류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301152AA,면류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30115AA,"떡,과자및면류",A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30115AA,"떡,과자및면류",M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30115AA,"떡,과자및면류",Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301161AA,조미료및첨가용식품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301161AA,조미료및첨가용식품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301161AA,조미료및첨가용식품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301162AA,유지,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301162AA,유지,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301162AA,유지,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30116AA,조미료및유지,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30116AA,조미료및유지,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30116AA,조미료및유지,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301171AA,과실및채소가공품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301171AA,과실및채소가공품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301171AA,과실및채소가공품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301172AA,커피및차류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301172AA,커피및차류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301172AA,커피및차류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301173AA,인삼및건강보조식품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301173AA,인삼및건강보조식품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301173AA,인삼및건강보조식품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301174AA,기타식료품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301174AA,기타식료품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301174AA,기타식료품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30117AA,기타식료품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30117AA,기타식료품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30117AA,기타식료품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301181AA,사료,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301181AA,사료,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301181AA,사료,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30118AA,사료,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30118AA,사료,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30118AA,사료,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3011AA,식료품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3011AA,식료품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3011AA,식료품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301211AA,주정,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301211AA,주정,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301211AA,주정,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301212AA,소주,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301212AA,소주,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301212AA,소주,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301213AA,맥주,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301213AA,맥주,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301213AA,맥주,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301214AA,기타주류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301214AA,기타주류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301214AA,기타주류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30121AA,주류,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30121AA,주류,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30121AA,주류,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301221AA,비알콜음료및얼음,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301221AA,비알콜음료및얼음,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301221AA,비알콜음료및얼음,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30122AA,비알콜음료및얼음,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30122AA,비알콜음료및얼음,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30122AA,비알콜음료및얼음,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3012AA,음료품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3012AA,음료품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3012AA,음료품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301311AA,담배,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301311AA,담배,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301311AA,담배,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30131AA,담배,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30131AA,담배,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),30131AA,담배,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3013AA,담배,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3013AA,담배,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),3013AA,담배,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301AA,음식료품,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301AA,음식료품,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),301AA,음식료품,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),302111AA,천연및화학섬유사,A,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),302111AA,천연및화학섬유사,M,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),302111AA,천연및화학섬유사,Q,2020=100
404Y014,4.1.1.1. 생산자물가지수(기본분류),302112AA,기타섬유사,A,2020=100
